CAID,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,daycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,CHURN
3813,150,1,2,29,235.8,91,40.09,202.8,84,17.24,246.3,81,11.08,11.9,4,3.21,1,0
3814,156,1,1,0,189.4,114,32.2,145.7,96,12.38,192.8,121,8.68,4.5,13,1.22,0,0
3815,98,1,1,0,158.5,90,26.95,254.4,67,21.62,178.4,104,8.03,14.8,5,4,2,0
3816,17,1,2,30,280,101,47.6,258.9,85,22.01,230,130,10.35,10.3,2,2.78,3,0
3817,163,1,1,0,241.6,102,41.07,138.9,100,11.81,148.8,129,6.7,9.8,6,2.65,1,0
3818,140,1,2,27,176,141,29.92,201.3,143,17.11,167.9,93,7.56,7.1,5,1.92,3,0
3819,176,1,2,31,167,93,28.39,174.1,128,14.8,155,124,6.98,10.4,4,2.81,3,0
3820,102,1,2,45,129.2,142,21.96,239.4,114,20.35,223.4,66,10.05,8.7,4,2.35,0,0
3821,104,1,1,0,261.2,81,44.4,209.1,130,17.77,281.1,121,12.65,11.3,1,3.05,2,1
3822,96,1,1,0,264.6,117,44.98,264.1,121,22.45,77.1,89,3.47,8.1,4,2.19,0,0
3823,90,1,1,0,160.9,97,27.35,136.4,46,11.59,209,121,9.4,9.1,4,2.46,2,0
3824,106,1,2,36,124.8,93,21.22,241.7,83,20.54,219,110,9.86,11.3,3,3.05,1,0
3825,148,1,1,0,230.6,92,39.2,185.6,97,15.78,183.2,79,8.24,6.2,4,1.67,2,0
3826,66,1,1,0,241.7,112,41.09,251.6,78,21.39,105,82,4.72,11.3,2,3.05,2,0
3827,127,1,1,0,212.9,92,36.19,260.1,124,22.11,177.6,85,7.99,8.6,2,2.32,2,0
3828,83,1,2,31,129.8,87,22.07,183.4,110,15.59,169.4,40,7.62,14.3,6,3.86,1,0
3829,17,1,1,0,168.5,102,28.65,297.2,130,25.26,244.7,117,11.01,8.8,6,2.38,3,0
3830,165,2,1,0,81.4,110,13.84,263.7,150,22.41,219.7,107,9.89,12.2,3,3.29,1,0
3831,149,1,1,0,117.2,99,19.92,227.7,74,19.35,221.7,141,9.98,9,7,2.43,1,0
3832,79,2,1,0,300.4,113,51.07,210.8,93,17.92,173.4,121,7.8,11.9,3,3.21,2,1
3833,93,1,1,0,172,80,29.24,219.1,76,18.62,169.8,108,7.64,10.3,3,2.78,0,0
3834,106,1,1,0,149.7,114,25.45,104.5,72,8.88,227.9,87,10.26,9,2,2.43,2,0
3835,92,1,1,0,185.8,61,31.59,118.1,131,10.04,257.5,70,11.59,11.8,4,3.19,1,0
3836,93,1,1,0,214.4,112,36.45,261.5,97,22.23,280.8,112,12.64,14.8,3,4,0,1
3837,124,1,1,0,244.6,91,41.58,125.1,70,10.63,303.4,104,13.65,12,5,3.24,0,0
3838,163,1,2,30,195.2,123,33.18,126.4,115,10.74,221,90,9.95,9,5,2.43,5,1
3839,87,2,1,0,207.8,113,35.33,182.2,129,15.49,163.4,98,7.35,13,3,3.51,1,0
3840,59,1,1,0,119,119,20.23,134.5,115,11.43,298.6,75,13.44,9,6,2.43,2,1
3841,103,1,1,0,245.8,116,41.79,135.4,97,11.51,190.9,73,8.59,9.9,7,2.67,1,0
3842,101,1,1,0,131,148,22.27,237.7,126,20.2,281.3,111,12.66,12.6,4,3.4,3,0
3843,72,1,1,0,129.8,106,22.07,188.7,138,16.04,212.5,116,9.56,8.3,4,2.24,4,1
3844,108,2,1,0,275.9,84,46.9,203,91,17.26,211.4,108,9.51,6.7,4,1.81,2,1
3845,80,1,1,0,213.3,124,36.26,189.6,86,16.12,193.7,107,8.72,12.1,2,3.27,1,0
3846,117,1,1,0,128.6,92,21.86,191.7,61,16.29,121.7,117,5.48,12.4,9,3.35,2,0
3847,149,1,1,0,194.9,108,33.13,187.1,102,15.9,174.9,168,7.87,8.2,4,2.21,4,0
3848,82,1,1,0,164.1,84,27.9,317.7,109,27,241.5,87,10.87,13.3,4,3.59,1,0
3849,127,1,1,0,211.1,62,35.89,235.2,143,19.99,227.5,66,10.24,15.6,3,4.21,2,0
3850,108,1,2,19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0,0
3851,106,1,2,27,223.3,97,37.96,212.5,131,18.06,154.6,149,6.96,11.6,2,3.13,1,0
3852,62,1,1,0,166.9,76,28.37,223.6,113,19.01,188.9,87,8.5,14.2,5,3.83,1,0
3853,48,1,2,26,192.9,60,32.79,179.2,87,15.23,185.5,137,8.35,18.7,7,5.05,0,0
3854,58,1,2,28,236.8,89,40.26,158.4,91,13.46,212.3,97,9.55,8,3,2.16,2,0
3855,81,1,2,17,268.1,94,45.58,156.1,124,13.27,160.4,90,7.22,13.6,5,3.67,2,0
3856,36,2,1,0,245,119,41.65,195.5,91,16.62,165.7,87,7.46,7.8,7,2.11,1,0
3857,90,1,2,22,187.9,121,31.94,209.9,101,17.84,256.7,102,11.55,10.4,5,2.81,2,0
3858,177,1,2,21,234,108,39.78,238,61,20.23,201.9,125,9.09,8.8,4,2.38,0,0
3859,25,2,1,0,211.7,51,35.99,225.2,74,19.14,197.4,95,8.88,12,3,3.24,0,0
3860,133,1,2,49,229.4,78,39,219.5,106,18.66,172.3,115,7.75,12,4,3.24,3,0
3861,90,1,1,0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1,0
3862,94,1,1,0,200.2,113,34.03,128.9,116,10.96,278.9,109,12.55,10.4,5,2.81,0,0
3863,68,1,1,0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2,0
3864,171,1,1,0,232.4,101,39.51,182,80,15.47,271.8,133,12.23,9.5,3,2.57,0,0
3865,122,1,1,0,126,89,21.42,147,95,12.5,280.2,97,12.61,5.6,4,1.51,0,0
3866,94,1,1,0,175.9,121,29.9,222.1,94,18.88,191.8,123,8.63,10.9,5,2.94,1,0
3867,120,1,1,0,112.6,80,19.14,124.4,86,10.57,234.9,88,10.57,8.1,3,2.19,6,1
3868,107,1,2,26,234,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1,0
3869,78,1,1,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1,1
3870,93,1,1,0,174.1,127,29.6,176.8,73,15.03,240,111,10.8,10.7,3,2.89,0,0
3871,80,1,1,0,195.6,111,33.25,221.5,122,18.83,182,89,8.19,10.8,1,2.92,1,0
3872,127,1,1,0,200.8,104,34.14,181.4,73,15.42,89.7,49,4.04,9.7,5,2.62,0,0
3873,44,1,1,0,225.6,118,38.35,135.4,122,11.51,190.1,96,8.55,12.1,5,3.27,1,0
3874,69,1,2,38,272.9,122,46.39,188.4,97,16.01,132.4,87,5.96,10.5,3,2.84,2,0
3875,69,2,1,0,199.7,121,33.95,189.4,92,16.1,264,120,11.88,11.1,4,3,6,1
3876,64,1,2,31,281.9,121,47.92,240.6,104,20.45,212.2,120,9.55,7,5,1.89,3,0
3877,167,2,1,0,181.2,122,30.8,262.5,77,22.31,214,88,9.63,8.4,4,2.27,0,0
3878,139,1,1,0,63.3,116,10.76,177.3,113,15.07,171.6,82,7.72,14.2,4,3.83,1,0
3879,41,1,1,0,208,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1,0
3880,104,1,1,0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3,0
3881,68,1,1,0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1,0
3882,78,1,1,0,140,84,23.8,216.8,73,18.43,224.5,102,10.1,9,6,2.43,2,0
3883,184,1,1,0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1,0
3884,171,2,1,0,191.6,83,32.57,181.1,103,15.39,195.3,73,8.79,8.6,3,2.32,3,0
3885,88,1,1,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2,1
3886,130,1,1,0,289.1,79,49.15,150.1,106,12.76,163.4,98,7.35,13.5,4,3.65,1,0
3887,156,1,1,0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0,0
3888,92,1,2,27,233.6,126,39.71,152.9,94,13,262.1,95,11.79,12.8,4,3.46,1,0
3889,151,1,2,31,240.7,102,40.92,106.5,96,9.05,195.7,128,8.81,10.6,2,2.86,2,0
3890,78,1,1,0,290.5,119,49.39,158.4,75,13.46,255.6,101,11.5,8.6,6,2.32,2,1
3891,102,1,1,0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1,1
3892,131,1,1,0,155.6,78,26.45,165.2,134,14.04,184.1,89,8.28,8.7,2,2.35,2,0
3893,127,2,1,0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15,4,4.05,3,1
3894,100,1,1,0,303,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81,1,1
3895,94,1,1,0,114.4,115,19.45,183.9,79,15.63,205.2,78,9.23,5.9,2,1.59,3,0
3896,81,1,2,36,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16,2,0
3897,160,1,1,0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2,0
3898,100,1,1,0,220.3,106,37.45,126.1,124,10.72,242,67,10.89,10.2,1,2.75,3,0
3899,78,1,2,26,189,98,32.13,191.7,67,16.29,217,68,9.76,11.3,3,3.05,0,0
3900,139,2,1,0,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84,3,0
3901,88,1,1,0,168.8,141,28.7,211.5,129,17.98,86.9,92,3.91,10.5,7,2.84,3,0
3902,152,1,2,39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1,0
3903,144,1,1,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2,0,0
3904,45,2,2,40,179,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3,0
3905,127,2,1,0,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46,1,1
3906,49,2,2,32,176.9,118,30.07,227,121,19.3,204.4,115,9.2,15.1,3,4.08,3,1
3907,36,1,1,0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2,0
3908,13,1,1,0,167.4,117,28.46,223.5,102,19,215.8,108,9.71,9,3,2.43,1,0
3909,151,1,2,27,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49,0,0
3910,114,1,2,34,114.5,64,19.47,229.3,84,19.49,288.8,68,13,10.4,16,2.81,0,0
3911,122,1,2,34,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89,2,0
3912,89,1,1,0,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54,0,1
3913,96,1,1,0,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9,2,2.43,2,0
3914,106,1,1,0,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11,4,2.97,2,0
3915,87,1,2,16,257.4,91,43.76,232,101,19.72,143.2,73,6.44,14.7,2,3.97,1,0
3916,145,1,1,0,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83,5,0
3917,88,1,1,0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0,0
3918,131,1,1,0,264.2,118,44.91,180,89,15.3,223.9,104,10.08,10.7,1,2.89,2,0
3919,90,1,1,0,192.1,80,32.66,269.3,125,22.89,259.6,97,11.68,11.7,4,3.16,2,0
3920,95,1,1,0,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38,1,0
3921,42,1,2,16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1,0
3922,69,1,1,0,170.7,98,29.02,111.6,109,9.49,171.5,107,7.72,4.8,7,1.3,3,0
3923,99,1,1,0,221,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27,0,0
3924,72,1,1,0,180,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0,0
3925,113,1,1,0,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67,1,1
3926,3,1,1,0,182.9,87,31.09,172.1,103,14.63,233.1,89,10.49,12.1,3,3.27,4,0
3927,23,1,1,0,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86,4,1
3928,151,1,1,0,175.7,91,29.87,152.3,127,12.95,140,88,6.3,10.7,10,2.89,1,0
3929,91,1,1,0,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78,1,0
3930,78,1,1,0,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0,0,0,3,0
3931,98,1,1,0,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92,3,0
3932,166,1,2,41,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11,5,2.97,5,1
3933,78,1,1,0,131.4,98,22.34,189.9,95,16.14,147.4,83,6.63,11.2,2,3.02,2,0
3934,69,1,1,0,215.9,122,36.7,270.3,114,22.98,301.8,129,13.58,6.1,5,1.65,4,1
3935,122,1,1,0,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3,2,0
3936,138,1,1,0,216,106,36.72,207.6,110,17.65,180,102,8.1,11.2,4,3.02,0,0
3937,19,1,2,34,206.4,111,35.09,229.7,118,19.52,156.7,81,7.05,11.8,10,3.19,3,0
3938,141,1,1,0,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3,3,0
3939,79,1,2,27,192.3,125,32.69,147.3,108,12.52,215,97,9.67,7.8,4,2.11,1,0
3940,51,1,1,0,41.2,106,7,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35,0,0
3941,114,1,1,0,326.1,119,55.44,161,105,13.69,220.1,129,9.9,11,3,2.97,1,1
3942,98,1,1,0,167,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4,1,0
3943,94,1,1,0,210.2,95,35.73,191.2,87,16.25,150.8,111,6.79,9.4,3,2.54,2,0
3944,125,1,1,0,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27,1,0
3945,81,1,1,0,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35,2,0
3946,91,1,1,0,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35,2,0
3947,94,1,1,0,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49,1,0
3948,57,1,1,0,167.1,103,28.41,188.4,112,16.01,111.4,74,5.01,9.1,2,2.46,1,0
3949,140,1,1,0,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94,0,0
3950,64,1,1,0,297.8,88,50.63,196,89,16.66,213.7,107,9.62,12,2,3.24,1,1
3951,52,2,1,0,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35,1,0
3952,117,1,1,0,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78,0,1
3953,119,1,1,0,130.5,98,22.19,249.5,91,21.21,219.9,117,9.9,12.7,1,3.43,3,0
3954,85,1,1,0,133.3,107,22.66,185,101,15.73,289,99,13.01,9.1,4,2.46,3,0
3955,92,1,1,0,183.7,103,31.23,270.6,97,23,132.9,104,5.98,11.2,2,3.02,0,0
3956,116,1,1,0,271,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7,5,1
3957,163,1,1,0,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81,0,0
3958,88,1,1,0,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08,2,0
3959,83,1,1,0,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97,1,0
3960,117,1,1,0,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75,1,0
3961,137,1,1,0,137.5,102,23.38,176,98,14.96,210.6,88,9.48,10.4,6,2.81,0,0
3962,112,1,1,0,115.9,81,19.7,199.7,100,16.97,249.3,111,11.22,10,4,2.7,1,0
3963,52,1,1,0,288.2,108,48.99,129.6,136,11.02,229.6,73,10.33,9.6,5,2.59,4,0
3964,173,1,2,20,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59,1,0
3965,3,1,1,0,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59,3,1
3966,120,1,2,27,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3,1,0
3967,132,1,1,0,99,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27,1,0
3968,101,1,1,0,155.4,71,26.42,84,122,7.14,229.1,97,10.31,5.8,1,1.57,1,0
3969,74,1,1,0,233.6,72,39.71,168,103,14.28,276.3,71,12.43,6.3,2,1.7,2,0
3970,113,1,1,0,210.2,109,35.73,199.4,81,16.95,173.3,94,7.8,9.9,4,2.67,3,0
3971,132,1,1,0,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92,3,0
3972,24,1,2,41,187.1,80,31.81,286.1,77,24.32,188,107,8.46,10.4,2,2.81,1,0
3973,85,1,1,0,232.1,130,39.46,150.7,75,12.81,253.9,77,11.43,13,3,3.51,0,0
3974,59,1,1,0,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84,3,0
3975,15,2,1,0,224.3,85,38.13,166.3,79,14.14,187,117,8.41,11.7,3,3.16,1,0
3976,113,1,2,30,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02,2,0
3977,43,1,1,0,184.8,114,31.42,130.6,131,11.1,175,69,7.88,8,9,2.16,0,0
3978,185,1,2,24,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32,5,1
3979,69,1,1,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0,0
3980,102,1,1,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1,0
3981,137,1,1,0,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78,2,0
3982,80,1,1,0,142.9,70,24.29,221.6,83,18.84,121.4,111,5.46,15.2,4,4.1,1,0
3983,86,1,1,0,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08,0,0
3984,120,1,2,40,222.2,80,37.77,223.1,84,18.96,164,65,7.38,12.1,3,3.27,1,0
3985,85,1,2,21,219.3,132,37.28,218.2,105,18.55,267.6,95,12.04,15.7,2,4.24,2,0
3986,53,1,2,22,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6,2,1.62,0,0
3987,115,2,1,0,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43,0,0
3988,116,2,1,0,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84,1,0
3989,106,1,1,0,160.8,73,27.34,170.4,112,14.48,249.2,131,11.21,7.2,3,1.94,1,0
3990,110,1,1,0,198.2,92,33.69,147.1,97,12.5,199.6,76,8.98,16.5,4,4.46,4,0
3991,122,2,1,0,168.8,86,28.7,237.6,98,20.2,204.3,94,9.19,5.3,9,1.43,1,0
3992,82,1,1,0,273.8,99,46.55,123.8,110,10.52,147.7,61,6.65,6.9,4,1.86,2,0
3993,71,1,1,0,217.7,114,37.01,182,105,15.47,113.5,87,5.11,8.5,10,2.3,4,0
3994,91,1,1,0,93.5,110,15.9,213.3,79,18.13,171.7,83,7.73,8.9,4,2.4,4,1
3995,126,1,2,42,247.8,96,42.13,159.1,98,13.52,201.8,73,9.08,10.6,3,2.86,2,0
3996,98,1,1,0,162.5,81,27.63,159.2,114,13.53,157.2,97,7.07,9.7,1,2.62,2,0
3997,98,1,1,0,86.1,78,14.64,222.7,130,18.93,155,124,6.98,9,7,2.43,0,0
3998,78,1,1,0,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86,0,0
3999,44,1,1,0,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65,0,0
4000,60,1,1,0,190.8,100,32.44,196,85,16.66,151.7,110,6.83,9.9,9,2.67,0,0
4001,113,1,1,0,198.6,115,33.76,258,106,21.93,245.8,104,11.06,10.2,6,2.75,1,1
4002,101,1,1,0,176.5,105,30.01,198.6,136,16.88,210.2,150,9.46,7.7,5,2.08,0,0
4003,147,1,1,0,188.3,80,32.01,214.7,123,18.25,218,89,9.81,10.2,4,2.75,2,0
4004,21,1,1,0,197.6,105,33.59,206.4,88,17.54,169.6,143,7.63,9.6,2,2.59,3,0
4005,141,1,1,0,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12,9,3.24,1,0
4006,87,1,1,0,261,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4,0
4007,69,1,1,0,209.6,94,35.63,193.1,106,16.41,239.9,90,10.8,12.4,4,3.35,0,0
4008,169,1,1,0,157.8,96,26.83,160,120,13.6,198.8,112,8.95,13.7,6,3.7,3,0
4009,174,1,1,0,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11,5,2.97,2,0
4010,53,1,1,0,100.2,85,17.03,213.8,90,18.17,299.8,67,13.49,7.7,4,2.08,3,0
4011,44,1,2,25,152.9,106,25.99,205.5,147,17.47,247.3,107,11.13,8,5,2.16,1,0
4012,89,1,2,15,274,83,46.58,192.2,97,16.34,125.9,141,5.67,11.9,2,3.21,0,0
4013,116,1,1,0,215.6,127,36.65,105.5,110,8.97,291.7,80,13.13,11.2,7,3.02,3,0
4014,143,1,1,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0,0
4015,106,1,1,0,165.1,120,28.07,290.2,79,24.67,250.3,140,11.26,8.1,2,2.19,0,0
4016,116,1,1,0,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35,2,0
4017,173,1,1,0,82.1,75,13.96,201.2,95,17.1,206.7,146,9.3,9.6,2,2.59,1,0
4018,80,1,1,0,157.1,77,26.71,302,69,25.67,317.9,159,14.31,15.6,4,4.21,0,0
4019,70,1,2,23,205.5,95,34.94,224.3,80,19.07,196.1,76,8.82,9.7,4,2.62,1,0
4020,162,2,1,0,147.6,126,25.09,284.1,84,24.15,170.2,87,7.66,8.1,7,2.19,0,1
4021,112,1,1,0,172.1,73,29.26,228,136,19.38,269.4,96,12.12,14.1,3,3.81,2,0
4022,186,1,1,0,206.8,104,35.16,286,115,24.31,153.9,112,6.93,12.4,6,3.35,0,0
4023,99,1,1,0,193.3,51,32.86,240.1,117,20.41,145.7,92,6.56,12.2,4,3.29,1,0
4024,56,1,1,0,225.9,52,38.4,242,69,20.57,144.5,68,6.5,11.7,3,3.16,0,0
4025,135,1,2,38,202.6,92,34.44,169.6,93,14.42,185.8,108,8.36,11.9,6,3.21,4,0
4026,83,1,1,0,48.4,105,8.23,139.7,86,11.87,154.1,80,6.93,11.5,4,3.11,2,0
4027,112,1,1,0,85.2,102,14.48,153.2,118,13.02,142.6,107,6.42,8.2,4,2.21,1,0
4028,141,1,1,0,77.8,123,13.23,144.4,119,12.27,75.3,65,3.39,5.7,7,1.54,1,0
4029,73,1,2,19,179.4,108,30.5,93.6,90,7.96,234.6,99,10.56,14.9,4,4.02,2,0
4030,81,1,1,0,139.8,98,23.77,247.2,103,21.01,241,113,10.85,11.7,3,3.16,3,0
4031,165,1,2,17,177.9,68,30.24,153.9,112,13.08,251.2,121,11.3,10.6,7,2.86,1,0
4032,70,1,1,0,101.9,98,17.32,193.3,113,16.43,167.5,126,7.54,15,6,4.05,1,0
4033,79,1,1,0,157.5,90,26.78,223.8,83,19.02,241.1,98,10.85,12.2,4,3.29,1,0
4034,126,1,1,0,167.1,138,28.41,154.4,93,13.12,244.5,148,11,13.7,10,3.7,3,0
4035,72,1,2,31,221.4,124,37.64,313.4,96,26.64,175.9,94,7.92,11.8,1,3.19,3,0
4036,142,1,1,0,245.1,66,41.67,144.6,109,12.29,227.3,112,10.23,3.1,4,0.84,1,0
4037,169,1,1,0,135.7,111,23.07,223,124,18.96,167.5,101,7.54,9.5,4,2.57,1,0
4038,110,1,2,37,227.9,80,38.74,101.9,141,8.66,188.1,110,8.46,5.1,6,1.38,0,0
4039,88,1,1,0,177.8,112,30.23,226.5,80,19.25,221.8,71,9.98,7.9,4,2.13,1,0
4040,80,1,2,33,189.4,109,32.2,148.7,68,12.64,208.9,119,9.4,11.2,4,3.02,1,1
4041,43,1,2,39,188.3,108,32.01,167.6,116,14.25,189.9,92,8.55,15.6,5,4.21,1,0
4042,144,1,2,26,177.1,94,30.11,206,85,17.51,254.8,95,11.47,6.6,2,1.78,2,0
4043,142,1,1,0,128.5,95,21.85,192.6,91,16.37,79,95,3.56,9.2,6,2.48,2,0
4044,158,1,2,22,192.9,86,32.79,219.7,104,18.67,169.3,92,7.62,10.9,3,2.94,2,0
4045,78,1,2,28,130.5,109,22.19,173.3,99,14.73,192.2,106,8.65,10.4,3,2.81,3,0
4046,131,1,1,0,201.1,141,34.19,216.5,93,18.4,217.4,132,9.78,11.5,4,3.11,1,0
4047,61,1,2,38,139.8,108,23.77,58.3,120,4.96,203.4,160,9.15,9.7,1,2.62,3,0
4048,100,1,2,26,197.7,80,33.61,232.6,83,19.77,196.7,120,8.85,12,5,3.24,1,0
4049,100,1,1,0,222.1,115,37.76,245,130,20.83,129.3,119,5.82,8.1,2,2.19,2,0
4050,109,1,2,39,270,58,45.9,235.5,108,20.02,194.3,57,8.74,7.8,6,2.11,1,1
4051,103,1,2,29,211.6,111,35.97,237.9,84,20.22,209.4,93,9.42,14,7,3.78,2,0
4052,63,1,1,0,81.7,105,13.89,203,66,17.26,181.2,109,8.15,12.9,3,3.48,2,0
4053,115,1,1,0,143.6,135,24.41,278,119,23.63,46.7,84,2.1,12.7,3,3.43,0,0
4054,77,1,1,0,205.3,69,34.9,171,84,14.54,242.4,96,10.91,10.1,2,2.73,3,0
4055,14,1,1,0,184.5,77,31.37,272.5,103,23.16,190.3,129,8.56,9.7,3,2.62,4,0
4056,81,1,1,0,140.8,97,23.94,211.5,109,17.98,216.9,53,9.76,12.2,4,3.29,0,0
4057,113,1,1,0,140.8,107,23.94,252.6,87,21.47,215.4,136,9.69,9.1,4,2.46,3,0
4058,93,2,2,36,169.7,109,28.85,318.6,88,27.08,246.5,95,11.09,9.8,3,2.65,0,0
4059,77,1,1,0,168.1,83,28.58,202,91,17.17,173.2,91,7.79,10,3,2.7,3,0
4060,88,1,1,0,192.6,96,32.74,184,92,15.64,173.6,113,7.81,8.8,6,2.38,2,0
4061,89,1,1,0,234.8,95,39.92,109.7,87,9.32,180.3,99,8.11,10.4,2,2.81,0,0
4062,40,1,1,0,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54,3,0
4063,124,1,1,0,247.2,84,42.02,161.9,130,13.76,170.3,73,7.66,6.1,6,1.65,1,0
4064,117,1,1,0,234.8,118,39.92,211.7,112,17.99,147,97,6.61,7.5,3,2.03,2,0
4065,83,1,1,0,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75,2,0
4066,7,1,1,0,98.5,85,16.75,200.3,80,17.03,252.3,68,11.35,12,7,3.24,2,0
4067,104,1,1,0,304,141,51.68,264.1,127,22.45,138.1,104,6.21,7.2,4,1.94,0,1
4068,128,1,1,0,140.3,108,23.85,235.3,111,20,200.8,57,9.04,11.8,6,3.19,1,0
